id	name	x	y	plane	type	orientation	sizeX	sizeY	state
28456	Door	1717	3742	0	0	0	1	1	closed
28460	Door	1717	3743	0	0	0	1	1	closed
28458	Door	1717	3757	0	0	0	1	1	closed
28462	Door	1717	3758	0	0	0	1	1	closed
52604	Door	1718	3115	0	0	2	1	1	closed
52607	Door	1718	3116	0	0	2	1	1	closed
28459	Door	1718	3727	0	0	0	1	1	closed
28463	Door	1718	3728	0	0	0	1	1	closed
52600	Door	1721	3125	0	0	3	1	1	closed
37963	Door	1721	6114	0	0	0	1	1	closed
37964	Door	1721	6115	0	0	0	1	1	closed
37961	Door	1722	6132	0	0	0	1	1	closed
52600	Door	1723	3078	0	0	1	1	1	closed
1535	Door	1731	6089	0	0	1	1	1	closed
52594	Door	1734	3066	0	0	2	1	1	closed
5890	Tent door	1735	3494	0	0	3	1	1	open
52594	Door	1736	3171	0	0	1	1	1	closed
5888	Tent door	1736	3494	0	0	3	1	1	open
52600	Door	1737	3089	0	0	3	1	1	closed
1521	Large door	1737	3541	0	0	0	1	1	closed
1524	Large door	1737	3542	0	0	0	1	1	closed
52600	Door	1738	3060	0	0	2	1	1	closed
52604	Door	1739	3169	0	0	3	1	1	closed
7453	Door	1739	3616	0	0	1	1	1	open
52607	Door	1740	3169	0	0	3	1	1	closed
52594	Door	1741	3171	0	0	0	1	1	closed
52600	Door	1742	3165	0	0	0	1	1	closed
52594	Door	1742	3176	0	0	1	1	1	closed
5888	Tent door	1742	3489	0	0	0	1	1	open
5890	Tent door	1742	3490	0	0	0	1	1	open
5890	Tent door	1742	3497	0	0	3	1	1	open
7454	Locked door	1743	3602	0	0	2	1	1	closed
52594	Door	1745	3078	0	0	1	1	1	closed
5888	Tent door	1745	3497	0	0	3	1	1	open
7454	Locked door	1745	3602	0	0	2	1	1	closed
52594	Door	1746	3071	0	0	0	1	1	closed
7452	Door	1746	3534	0	0	2	1	1	closed
7453	Door	1747	3616	0	0	3	1	1	open
7452	Door	1748	3537	0	0	3	1	1	closed
7452	Door	1749	3587	0	0	2	1	1	closed
7454	Locked door	1749	3602	0	0	3	1	1	closed
5888	Tent door	1750	3491	0	0	0	1	1	open
5890	Tent door	1750	3492	0	0	0	1	1	open
5888	Tent door	1750	3497	0	0	0	1	1	open
5890	Tent door	1750	3498	0	0	0	1	1	open
52594	Door	1754	3073	0	0	3	1	1	closed
52600	Door	1754	3097	0	0	0	1	1	closed
7452	Door	1754	3587	0	0	0	1	1	closed
52600	Door	1755	3103	0	0	1	1	1	closed
52600	Door	1757	3097	0	0	2	1	1	closed
7452	Door	1761	3630	0	0	1	1	1	closed
7452	Door	1761	3636	0	0	3	1	1	closed
7452	Door	1762	3613	0	0	3	1	1	closed
7452	Door	1765	3618	0	0	1	1	1	closed
7452	Door	1765	3624	0	0	3	1	1	closed
52600	Door	1766	3103	0	0	1	1	1	closed
52594	Door	1769	3068	0	0	0	1	1	closed
7452	Door	1770	3586	0	0	2	1	1	closed
7452	Door	1770	3590	0	0	3	1	1	closed
52594	Door	1771	3076	0	0	0	1	1	closed
52594	Door	1772	3069	0	0	2	1	1	closed
52594	Door	1774	3073	0	0	2	1	1	closed
7452	Door	1774	3591	0	0	1	1	1	closed
7452	Door	1774	3655	0	0	2	1	1	closed
7452	Door	1775	3618	0	0	2	1	1	closed
7452	Door	1777	3590	0	0	0	1	1	closed
7452	Door	1777	3652	0	0	1	1	1	closed
7452	Door	1778	3624	0	0	1	1	1	closed
7452	Door	1780	3617	0	0	1	1	1	closed
7452	Door	1785	3520	0	0	1	1	1	closed
7452	Door	1785	3595	0	0	3	1	1	closed
7452	Door	1787	3589	0	0	1	1	1	closed
7452	Door	1787	3599	0	0	2	1	1	closed
7452	Door	1788	3527	0	0	3	1	1	closed
7453	Door	1795	3501	0	0	1	1	1	open
7452	Door	1798	3605	0	0	1	1	1	closed
7452	Door	1798	3611	0	0	3	1	1	closed
7452	Door	1800	3612	0	0	0	1	1	closed
34842	Temple Door	1802	9957	0	0	1	1	1	closed
27445	Farm door	1805	3501	0	0	0	1	1	closed
34844	Door	1810	9945	0	0	3	1	1	closed
11763	Door	1817	3537	0	0	0	1	1	closed
34843	Temple Door	1825	9973	0	0	0	1	1	closed
19206	Gate of War	1858	5235	0	0	1	1	1	closed
19206	Gate of War	1858	5238	0	0	1	1	1	closed
19207	Gate of War	1859	5235	0	0	1	1	1	closed
19207	Gate of War	1859	5238	0	0	1	1	1	closed
19206	Gate of War	1860	5195	0	0	1	1	1	closed
19206	Gate of War	1860	5198	0	0	1	1	1	closed
19206	Gate of War	1860	5209	0	0	1	1	1	closed
19206	Gate of War	1860	5212	0	0	1	1	1	closed
19207	Gate of War	1861	5195	0	0	1	1	1	closed
19207	Gate of War	1861	5198	0	0	1	1	1	closed
19207	Gate of War	1861	5209	0	0	1	1	1	closed
19207	Gate of War	1861	5212	0	0	1	1	1	closed
12348	Door	1861	5316	0	0	3	1	1	closed
1543	Door	1861	5340	0	0	3	1	1	closed
20817	Door	1864	5127	0	0	2	1	1	closed
20817	Door	1864	5137	0	0	2	1	1	closed
19206	Gate of War	1865	5226	0	0	0	1	1	closed
19207	Gate of War	1865	5227	0	0	0	1	1	closed
19206	Gate of War	1867	5217	0	0	0	1	1	closed
19207	Gate of War	1867	5218	0	0	0	1	1	closed
19206	Gate of War	1868	5226	0	0	0	1	1	closed
19207	Gate of War	1868	5227	0	0	0	1	1	closed
12350	Large door	1868	5323	0	0	2	1	1	closed
12349	Large door	1868	5324	0	0	2	1	1	closed
1524	Large door	1868	5347	0	0	2	1	1	closed
1521	Large door	1868	5348	0	0	2	1	1	closed
19206	Gate of War	1870	5217	0	0	0	1	1	closed
19207	Gate of War	1870	5218	0	0	0	1	1	closed
19206	Gate of War	1874	5204	0	0	1	1	1	closed
19206	Gate of War	1874	5207	0	0	1	1	1	closed
19207	Gate of War	1875	5204	0	0	1	1	1	closed
19207	Gate of War	1875	5207	0	0	1	1	1	closed
19207	Gate of War	1876	5192	0	0	3	1	1	closed
19207	Gate of War	1876	5195	0	0	3	1	1	closed
19206	Gate of War	1876	5239	0	0	0	1	1	closed
19207	Gate of War	1876	5240	0	0	0	1	1	closed
19206	Gate of War	1877	5192	0	0	3	1	1	closed
19206	Gate of War	1877	5195	0	0	3	1	1	closed
19207	Gate of War	1878	5223	0	0	3	1	1	closed
19207	Gate of War	1878	5226	0	0	3	1	1	closed
19206	Gate of War	1879	5188	0	0	0	1	1	closed
19207	Gate of War	1879	5189	0	0	0	1	1	closed
19206	Gate of War	1879	5223	0	0	3	1	1	closed
19206	Gate of War	1879	5226	0	0	3	1	1	closed
19206	Gate of War	1879	5239	0	0	0	1	1	closed
19207	Gate of War	1879	5240	0	0	0	1	1	closed
9316	Door	1881	5022	0	0	2	1	1	closed
9317	Door	1881	5030	0	0	2	1	1	closed
19206	Gate of War	1882	5188	0	0	0	1	1	closed
19207	Gate of War	1882	5189	0	0	0	1	1	closed
19206	Gate of War	1884	5243	0	0	0	1	1	closed
19207	Gate of War	1884	5244	0	0	0	1	1	closed
9318	Door	1886	5033	0	0	3	1	1	closed
19206	Gate of War	1886	5235	0	0	0	1	1	closed
19207	Gate of War	1886	5236	0	0	0	1	1	closed
19206	Gate of War	1887	5243	0	0	0	1	1	closed
19207	Gate of War	1887	5244	0	0	0	1	1	closed
19207	Gate of War	1889	5208	0	0	3	1	1	closed
19206	Gate of War	1889	5211	0	0	1	1	1	closed
19206	Gate of War	1889	5235	0	0	0	1	1	closed
19207	Gate of War	1889	5236	0	0	0	1	1	closed
19206	Gate of War	1890	5208	0	0	3	1	1	closed
19207	Gate of War	1890	5211	0	0	1	1	1	closed
9319	Door	1891	5019	0	0	0	1	1	closed
25876	Metal door	1894	4273	0	0	3	1	1	closed
19206	Gate of War	1894	5212	0	0	0	1	1	closed
19207	Gate of War	1894	5213	0	0	0	1	1	closed
19206	Gate of War	1897	5212	0	0	0	1	1	closed
19207	Gate of War	1897	5213	0	0	0	1	1	closed
25876	Metal door	1900	4265	0	0	1	1	1	closed
25876	Metal door	1904	4273	0	0	3	1	1	closed
19206	Gate of War	1904	5203	0	0	0	1	1	closed
19207	Gate of War	1904	5204	0	0	0	1	1	closed
19206	Gate of War	1904	5230	0	0	1	1	1	closed
19206	Gate of War	1904	5233	0	0	1	1	1	closed
19206	Gate of War	1904	5242	0	0	0	1	1	closed
19207	Gate of War	1904	5243	0	0	0	1	1	closed
19207	Gate of War	1905	5230	0	0	1	1	1	closed
19207	Gate of War	1905	5233	0	0	1	1	1	closed
19206	Gate of War	1907	5203	0	0	0	1	1	closed
19207	Gate of War	1907	5204	0	0	0	1	1	closed
19206	Gate of War	1908	5242	0	0	0	1	1	closed
19207	Gate of War	1908	5243	0	0	0	1	1	closed
25876	Metal door	1910	4265	0	0	1	1	1	closed
19206	Gate of War	1911	5206	0	0	1	1	1	closed
19206	Gate of War	1911	5209	0	0	1	1	1	closed
19207	Gate of War	1912	5206	0	0	1	1	1	closed
19207	Gate of War	1912	5209	0	0	1	1	1	closed
9562	Cell door	1932	9447	0	0	0	1	1	closed
6109	Door	1933	4691	0	0	0	1	1	open
2394	Gate	1935	5536	0	0	0	1	1	closed
9141	Gate	1937	4969	0	0	1	1	1	closed
6106	Door	1943	4702	0	0	1	1	1	closed
18702	Door	1945	5143	0	0	2	1	1	closed
18703	Door	1945	5144	0	0	2	1	1	closed
18700	Mind Door	1952	5149	0	0	0	1	1	closed
18698	Mind Door	1952	5150	0	0	0	1	1	closed
6114	Door	1986	4494	0	0	2	1	1	closed
6114	Door	1986	4529	0	0	2	1	1	closed
17100	Rickety door	1994	5194	0	0	3	1	1	closed
17009	Rickety door	1994	5196	0	0	1	1	1	closed
17009	Rickety door	1995	5194	0	0	3	1	1	closed
17100	Rickety door	1995	5196	0	0	1	1	1	closed
17009	Rickety door	1997	5215	0	0	0	1	1	closed
17100	Rickety door	1997	5216	0	0	0	1	1	closed
17100	Rickety door	1999	5215	0	0	2	1	1	closed
17009	Rickety door	1999	5216	0	0	2	1	1	closed
6114	Door	2003	4494	0	0	0	1	1	closed
6114	Door	2003	4529	0	0	0	1	1	closed
17100	Rickety door	2004	5192	0	0	3	1	1	closed
17009	Rickety door	2004	5194	0	0	1	1	1	closed
17009	Rickety door	2005	5192	0	0	3	1	1	closed
17100	Rickety door	2005	5194	0	0	1	1	1	closed
17100	Rickety door	2005	5235	0	0	3	1	1	closed
17009	Rickety door	2005	5237	0	0	1	1	1	closed
17009	Rickety door	2006	5215	0	0	0	1	1	closed
17100	Rickety door	2006	5216	0	0	0	1	1	closed
17009	Rickety door	2006	5235	0	0	3	1	1	closed
17100	Rickety door	2006	5237	0	0	1	1	1	closed
17100	Rickety door	2008	5215	0	0	2	1	1	closed
17009	Rickety door	2008	5216	0	0	2	1	1	closed
1521	Large door	2009	4747	0	0	1	1	1	closed
1524	Large door	2010	4747	0	0	1	1	1	closed
17100	Rickety door	2013	5240	0	0	3	1	1	closed
17009	Rickety door	2013	5242	0	0	1	1	1	closed
17009	Rickety door	2014	5240	0	0	3	1	1	closed
17100	Rickety door	2014	5242	0	0	1	1	1	closed
17009	Rickety door	2016	5227	0	0	0	1	1	closed
17100	Rickety door	2016	5228	0	0	0	1	1	closed
17100	Rickety door	2018	5227	0	0	2	1	1	closed
17009	Rickety door	2018	5228	0	0	2	1	1	closed
17100	Rickety door	2019	5240	0	0	3	1	1	closed
17009	Rickety door	2019	5242	0	0	1	1	1	closed
17100	Rickety door	2020	5200	0	0	3	1	1	closed
17009	Rickety door	2020	5202	0	0	1	1	1	closed
17009	Rickety door	2020	5240	0	0	3	1	1	closed
17100	Rickety door	2020	5242	0	0	1	1	1	closed
17009	Rickety door	2021	5200	0	0	3	1	1	closed
17100	Rickety door	2021	5202	0	0	1	1	1	closed
17100	Rickety door	2026	5239	0	0	3	1	1	closed
17009	Rickety door	2026	5241	0	0	1	1	1	closed
17009	Rickety door	2027	5239	0	0	3	1	1	closed
17100	Rickety door	2027	5241	0	0	1	1	1	closed
6114	Door	2028	4494	0	0	2	1	1	closed
6114	Door	2028	4529	0	0	2	1	1	closed
17100	Rickety door	2031	5196	0	0	3	1	1	closed
17009	Rickety door	2031	5198	0	0	1	1	1	closed
17100	Rickety door	2031	5225	0	0	3	1	1	closed
17009	Rickety door	2031	5227	0	0	1	1	1	closed
17009	Rickety door	2032	5196	0	0	3	1	1	closed
17100	Rickety door	2032	5198	0	0	1	1	1	closed
17009	Rickety door	2032	5225	0	0	3	1	1	closed
17100	Rickety door	2032	5227	0	0	1	1	1	closed
17100	Rickety door	2033	5208	0	0	3	1	1	closed
17009	Rickety door	2033	5210	0	0	1	1	1	closed
8789	Door	2034	4636	0	0	0	1	1	closed
17009	Rickety door	2034	5185	0	0	0	1	1	closed
17100	Rickety door	2034	5186	0	0	0	1	1	closed
17009	Rickety door	2034	5208	0	0	3	1	1	closed
17100	Rickety door	2034	5210	0	0	1	1	1	closed
1535	Door	2035	4646	0	0	1	1	1	closed
17100	Rickety door	2036	5185	0	0	2	1	1	closed
17009	Rickety door	2036	5186	0	0	2	1	1	closed
17100	Rickety door	2036	5201	0	0	3	1	1	closed
17009	Rickety door	2036	5203	0	0	1	1	1	closed
8788	Door	2037	4633	0	0	1	1	1	closed
17009	Rickety door	2037	5201	0	0	3	1	1	closed
17100	Rickety door	2037	5203	0	0	1	1	1	closed
17009	Rickety door	2037	5244	0	0	0	1	1	closed
17100	Rickety door	2037	5245	0	0	0	1	1	closed
1535	Door	2038	4646	0	0	1	1	1	closed
17100	Rickety door	2039	5244	0	0	2	1	1	closed
17009	Rickety door	2039	5245	0	0	2	1	1	closed
17009	Rickety door	2040	5222	0	0	0	1	1	closed
17100	Rickety door	2040	5223	0	0	0	1	1	closed
1535	Door	2041	4646	0	0	1	1	1	closed
8787	Door	2042	4633	0	0	1	1	1	closed
1535	Door	2042	4644	0	0	2	1	1	closed
17100	Rickety door	2042	5222	0	0	2	1	1	closed
17009	Rickety door	2042	5223	0	0	2	1	1	closed
17100	Rickety door	2044	5237	0	0	3	1	1	closed
17009	Rickety door	2044	5239	0	0	1	1	1	closed
6114	Door	2045	4494	0	0	0	1	1	closed
6114	Door	2045	4529	0	0	0	1	1	closed
17100	Rickety door	2045	5195	0	0	3	1	1	closed
17009	Rickety door	2045	5197	0	0	1	1	1	closed
17009	Rickety door	2045	5237	0	0	3	1	1	closed
17100	Rickety door	2045	5239	0	0	1	1	1	closed
17009	Rickety door	2046	5195	0	0	3	1	1	closed
17100	Rickety door	2046	5197	0	0	1	1	1	closed
41600	Gate	2052	10089	0	0	3	1	1	closed
41600	Gate	2054	10089	0	0	3	1	1	closed
41600	Gate	2056	10089	0	0	3	1	1	closed
41600	Gate	2058	10089	0	0	3	1	1	closed
41600	Gate	2063	10082	0	0	3	1	1	closed
24294	Locked door	2066	4467	0	0	2	1	1	closed
41600	Gate	2067	10065	0	0	2	1	1	closed
41600	Gate	2068	10077	0	0	1	1	1	closed
11775	Door	2071	3686	0	0	0	1	1	closed
16778	Door	2074	3900	0	0	3	1	1	closed
58116	Door	2076	2711	0	0	0	1	1	closed
16778	Door	2076	3920	0	0	0	1	1	closed
11773	Door	2076	6155	0	0	0	1	1	closed
11773	Door	2076	6183	0	0	0	1	1	closed
24294	Locked door	2078	4449	0	0	1	1	1	closed
16778	Door	2081	3898	0	0	3	1	1	closed
16776	Door	2082	3913	0	0	0	1	1	closed
16778	Door	2083	3920	0	0	1	1	1	closed
24293	Locked door	2086	4459	0	0	1	1	1	closed
16776	Door	2088	3910	0	0	3	1	1	closed
16776	Door	2091	3901	0	0	3	1	1	closed
16776	Door	2091	3916	0	0	1	1	1	closed
11775	Door	2093	3685	0	0	2	1	1	closed
1521	Large door	2096	3681	0	0	1	1	1	closed
16778	Door	2096	3909	0	0	3	1	1	closed
1524	Large door	2097	3681	0	0	1	1	1	closed
16776	Door	2098	3901	0	0	3	1	1	closed
11775	Door	2100	3685	0	0	0	1	1	closed
16776	Door	2104	3911	0	0	3	1	1	closed
1561	Gate	2117	4922	0	0	1	1	1	closed
1562	Gate	2118	4922	0	0	1	1	1	closed
23654	Oozing barrier	2124	5287	0	0	0	1	1	closed
23653	Oozing barrier	2124	5288	0	0	0	1	1	closed
23654	Oozing barrier	2127	5287	0	0	0	1	1	closed
23653	Oozing barrier	2127	5288	0	0	0	1	1	closed
1535	Door	2128	4915	0	0	3	1	1	closed
1535	Door	2128	4922	0	0	2	1	1	closed
